,text,Sentiment
254,great phone bad design flaw phone greatthe one feature constantly battle power button place directly across volume control hold phone one hand go adjust volume instinctively put pointer finger side phone counterbalance unless mindful shut phonethe power button leave top phone like first gen se everything besides great include fast delivery great price,1
255,iphone se 2020 waste money iphone function good front camera stop work come original accessory come scratch honestly save money buy phone actual apple store,-1
256,worth battery life 87 terrible go spend 400 refurbish phone would hope would white 128 gb iphone se come small crack back normally would mind could buy one brand new another hundred dollar try save buck way go want quality would go,-1
257,ipod change iphone need basic,1
258,wife love super happy purchase one complaint battery 82 life bit disappointing phone practically brand new,1
259,nice phone condition quite accurate list purched phone list excellent condition claim noticable scratch screenthe right hand side multiple screenputting screen protector hide scratch,1
260,iphone work great visual sign scratch block charger work wall charger work reason give 3 star,-1
261,iphone 11 phone come sim card slot screen replace genuine screen lift corner little bit well,-1
262,bit disappointing price admit probably worth aspect phone really let screen scratch crack middle screen big reason want give current phone due battery life 83 atm purchase actually low 82 question even purchase worth make,-1
263,crack several crack phone look new original apple package charger pack thirdparty box,-1
